"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:3NjnjF26CQer9yRTNDfvqQ","Fire","spotify:artist:2q3GG88dVwuQPF4FmySr9I","The Score","spotify:album:4JnL4N9xWOWrQIF7rCdEXH","Carry On","spotify:artist:2q3GG88dVwuQPF4FmySr9I","The Score","2020-08-28","https://i.scdn.co/image/ab67616d0000b27326f401c31ac9944252d66fab","1","4","231394","https://p.scdn.co/mp3-preview/e1a35964e68aeaedabf69e2904f5f19f2d2cac20?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","USUM72014843","spotify:user:3125j3ezrkwrzkdqfgisqb7n2xwq","2022-11-16T04:53:59Z"
"spotify:track:027qrQMWGsHo13amwdaBkI","Can You Hear Me Now","spotify:artist:2q3GG88dVwuQPF4FmySr9I","The Score","spotify:album:4JnL4N9xWOWrQIF7rCdEXH","Carry On","spotify:artist:2q3GG88dVwuQPF4FmySr9I","The Score","2020-08-28","https://i.scdn.co/image/ab67616d0000b27326f401c31ac9944252d66fab","1","1","194235","https://p.scdn.co/mp3-preview/45ce894a9619f26f39276d10745f2700f829d678?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","USUM72014838","spotify:user:3125j3ezrkwrzkdqfgisqb7n2xwq","2022-11-16T04:54:47Z"
"spotify:track:7q3dr26d1GjDvqSdtVaaMA","Victorious","spotify:artist:2q3GG88dVwuQPF4FmySr9I","The Score","spotify:album:1kf3w2zcfjNYpx1NjnJmQ8","Metamorph","spotify:artist:2q3GG88dVwuQPF4FmySr9I","The Score","2022-03-18","https://i.scdn.co/image/ab67616d0000b273c09b392d321f8377180c7d08","1","1","196616","https://p.scdn.co/mp3-preview/b2a25fa8305d60520001f9a9557e67a64038c8b2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","USA2P2119538","spotify:user:3125j3ezrkwrzkdqfgisqb7n2xwq","2022-11-16T04:55:49Z"
"spotify:track:7jwDuO7UZvWs77KNj9HbvF","The Phoenix","spotify:artist:4UXqAaa6dQYAk18Lv7PEgX","Fall Out Boy","spotify:album:5jKMfS57mHTHzlSFGfPFxU","Save Rock And Roll","spotify:artist:4UXqAaa6dQYAk18Lv7PEgX","Fall Out Boy","2013-04-12","https://i.scdn.co/image/ab67616d0000b273483a98632e23f6d2623ab75c","1","1","244960","https://p.scdn.co/mp3-preview/051fd41a43ae401cf4c36909fdbed8e4d58207bc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","USUM71302620","spotify:user:3125j3ezrkwrzkdqfgisqb7n2xwq","2022-11-16T04:56:14Z"
"spotify:track:5R87L5YiomTr5tgq014uOv","Victorious (Ready Player One)","spotify:artist:50iN4QFD9Z9S1KAzDLvAju","Divide Music","spotify:album:2Sp4ut2JUoUDJ49CcvVa0L","Victorious (Ready Player One)","spotify:artist:50iN4QFD9Z9S1KAzDLvAju","Divide Music","2018-03-28","https://i.scdn.co/image/ab67616d0000b2739b74e5d09855751f92cdac49","1","1","279000","https://p.scdn.co/mp3-preview/7fc626e70522ba36b32725bd9ee4f4d972461d47?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","QM4DW1827290","spotify:user:3125j3ezrkwrzkdqfgisqb7n2xwq","2022-11-16T04:57:05Z"
"spotify:track:7biRdBqESYKZrLo9aXjRVd","You Do You","spotify:artist:7LIy7KinYq7a83dUH6kvxT","Zayde Wølf","spotify:album:0VvIhOKXLtTvrwP25i8y0M","Modern Alchemy (Deluxe)","spotify:artist:7LIy7KinYq7a83dUH6kvxT","Zayde Wølf","2018-10-26","https://i.scdn.co/image/ab67616d0000b27385b6fbfc06afad1831ebd7ba","1","22","152000","","false","0","TCADW1806425","spotify:user:3125j3ezrkwrzkdqfgisqb7n2xwq","2022-11-16T04:57:35Z"
"spotify:track:4qnZ5zzTk2fHrH7oVpIsfr","Army","spotify:artist:7LIy7KinYq7a83dUH6kvxT","Zayde Wølf","spotify:album:7FMlFMWvVuAtEVmKNbh1Uh","Golden Age","spotify:artist:7LIy7KinYq7a83dUH6kvxT","Zayde Wølf","2016-11-04","https://i.scdn.co/image/ab67616d0000b273632b48a8954433eaa395a2e9","1","4","226000","","false","0","TCACS1643172","spotify:user:3125j3ezrkwrzkdqfgisqb7n2xwq","2022-11-16T04:58:01Z"
"spotify:track:6zDClvK9B4y3FEciNRqhR1","No Limits","spotify:artist:7LIy7KinYq7a83dUH6kvxT","Zayde Wølf","spotify:album:0qtuR6WQwdAzJD6xOwzXtw","No Limits","spotify:artist:7LIy7KinYq7a83dUH6kvxT","Zayde Wølf","2016-06-13","https://i.scdn.co/image/ab67616d0000b2731c3a4da22cf2c6b364f8e2dc","1","1","192352","","false","0","TCACP1620335","spotify:user:3125j3ezrkwrzkdqfgisqb7n2xwq","2022-11-16T04:58:08Z"
"spotify:track:4RFMtcCLCUNsr0DWdNqcrm","Dangerous","spotify:artist:3z97WMRi731dCvKklIf2X6","NEFFEX","spotify:album:2dA1cwBMCUfrEEJTQuYvwk","Dangerous","spotify:artist:3z97WMRi731dCvKklIf2X6","NEFFEX","2018-05-30","https://i.scdn.co/image/ab67616d0000b27349a49102f917e455ea854f75","1","1","216000","https://p.scdn.co/mp3-preview/69151259924898bc669f8d03771c72b645ebbf92?cid=9950ac751e34487dbbe027c4fd7f8e99","true","56","TCADQ1875784","spotify:user:3125j3ezrkwrzkdqfgisqb7n2xwq","2022-11-16T04:59:16Z"
"spotify:track:0HoxJw3Gt3w4psA1cC3Yn7","The Hunter","spotify:artist:7ymrIsmp4vE7vAtcS12J4D","Adam Jensen","spotify:album:1kJodDOngKid1F1Bls91Gf","The Hunter","spotify:artist:7ymrIsmp4vE7vAtcS12J4D","Adam Jensen","2018-05-04","https://i.scdn.co/image/ab67616d0000b273461b71534e1170b49dc0ff77","1","1","210972","https://p.scdn.co/mp3-preview/e6163dc90afbe92c49b48d08f7d16792cb058103?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","TCADP1862508","spotify:user:3125j3ezrkwrzkdqfgisqb7n2xwq","2022-11-16T04:59:23Z"
"spotify:track:7K0WZ75nHqj450OYd3ZywF","I'm Dangerous","spotify:artist:1A8iUCho7LoGp81s6EREIx","The EverLove","spotify:album:6lX2m7LOSVMYtX9vdWr954","Walk Through Fire","spotify:artist:1A8iUCho7LoGp81s6EREIx","The EverLove","2018-10-03","https://i.scdn.co/image/ab67616d0000b2739b870822670e0dfe4c3dadbe","1","5","243329","https://p.scdn.co/mp3-preview/06aed2d24cdb0358c8a229207dd0de1fb0762ce7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","US3DF1829729","spotify:user:3125j3ezrkwrzkdqfgisqb7n2xwq","2022-11-16T04:59:42Z"
"spotify:track:3Te8uLyit6X3ncNW8Fp3K2","Immortals","spotify:artist:4UXqAaa6dQYAk18Lv7PEgX","Fall Out Boy","spotify:album:022DrG7Wp2PSCwzuD0bSzT","American Beauty/American Psycho","spotify:artist:4UXqAaa6dQYAk18Lv7PEgX","Fall Out Boy","2015-01-20","https://i.scdn.co/image/ab67616d0000b2733cf1c1dbcfa3f1ab7282719b","1","10","189386","https://p.scdn.co/mp3-preview/bd7572611f9c06e4003f09e97ef51499dcc4ae8a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","USUM71417740","spotify:user:3125j3ezrkwrzkdqfgisqb7n2xwq","2022-11-16T04:59:55Z"
"spotify:track:4gi2kndWShH9kDbb9kBfs6","Fighter","spotify:artist:2q3GG88dVwuQPF4FmySr9I","The Score","spotify:album:1kf3w2zcfjNYpx1NjnJmQ8","Metamorph","spotify:artist:2q3GG88dVwuQPF4FmySr9I","The Score","2022-03-18","https://i.scdn.co/image/ab67616d0000b273c09b392d321f8377180c7d08","1","11","156666","https://p.scdn.co/mp3-preview/474175b7e4981933fe0a9dee337a87bd5cc28cd0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","USA2P2204420","spotify:user:3125j3ezrkwrzkdqfgisqb7n2xwq","2022-11-16T15:57:27Z"
"spotify:track:18wSH9W51fEBd9qrUAb9aW","Ain't No Crying","spotify:artist:4T7KICeQg50AwFzauMCR9C","Derivakat","spotify:album:6ks45W8ykLFRr1lgoUj9mW","Songs of the SMP","spotify:artist:4T7KICeQg50AwFzauMCR9C","Derivakat","2021-02-26","https://i.scdn.co/image/ab67616d0000b2735cf6d3cbd81f435522794ff8","1","1","156901","https://p.scdn.co/mp3-preview/1cbbdb8f38efec9ee97712783fb14b57e079bda8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","QZDA42141893","spotify:user:3125j3ezrkwrzkdqfgisqb7n2xwq","2022-11-16T15:59:19Z"
