Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
56EQjTCuk730zaSnqHrveI,"1AdrYGYDz4oa9dvW2jfFrG","What I Would Give","Sanctum","Angelmaker",2022-03-11,250933,44,spotify:user:angels_anarchy,2023-07-03T16:55:49Z,"blackened deathcore,deathcore,melodic metalcore,slamming deathcore,vancouver metal",0.456,0.986,6,-2.096,1,0.125,0.000389,0.0000102,0.345,0.0946,130.008,4
7jKHJoOij35nfpq6PYHlFH,"4xtWjIlVuZwTCeqVAsgEXy","In My Room","Hell's Pit","Insane Clown Posse",2004-08-31,231146,72,spotify:user:angels_anarchy,2023-03-12T08:07:44Z,"rap rock",0.844,0.745,8,-7.871,1,0.39,0.0896,0,0.911,0.752,110.072,4
0adBp5mTJecrdhdVDjeB78,"4xtWjIlVuZwTCeqVAsgEXy","Suicide Hotline","Hell's Pit","Insane Clown Posse",2004-08-31,212760,53,spotify:user:angels_anarchy,2023-03-12T08:08:03Z,"rap rock",0.476,0.74,7,-7.54,1,0.4,0.0217,0,0.183,0.627,201.59,4
6ursmCnbc9oDRGa2yHKkoZ,"6JW8wliOEwaDZ231ZY7cf4","Roots Bloody Roots","Roots","Sepultura",1996-02-20,212253,68,spotify:user:angels_anarchy,2023-07-03T17:50:07Z,"alternative metal,brazilian groove metal,brazilian metal,brazilian thrash metal,death metal,deathrash,groove metal,hard rock,latin metal,metal,metal mineiro,nu metal,old school thrash,speed metal,thrash metal",0.428,0.874,4,-6.664,0,0.128,0.000337,0.0419,0.311,0.261,119.708,4
07xFWwKPOApMS56ildsV0G,"3RNrq3jvMZxD9ZyoOZbQOD","Twist","Life Is Peachy","Korn",1996-10-15,49213,69,spotify:user:angels_anarchy,2023-03-11T09:07:23Z,"alternative metal,funk metal,hard rock,nu metal,post-grunge,rap metal,rock",0.558,0.989,1,-5.041,0,0.158,0.395,0.0000981,0.375,0.635,83.071,4
7HvL8ENiy3pxkBpSMSo0w1,"0dUwIwaPc6UukkCZTaaf7J","Muzzle","Obscene Repressed","Benighted",2020-04-10,162586,17,spotify:user:angels_anarchy,2023-04-26T04:44:49Z,"brutal death metal,death metal,deathgrind,french death metal,french metal,technical death metal",0.464,0.892,1,-7.232,1,0.0819,0.000107,0.0129,0.364,0.306,125.016,4
0yxG1iSZI50s2avhSk8YV9,"0dUwIwaPc6UukkCZTaaf7J","Cum with Disgust","Necrobreed (Deluxe)","Benighted",2017-02-24,189813,24,spotify:user:angels_anarchy,2023-03-11T09:07:26Z,"brutal death metal,death metal,deathgrind,french death metal,french metal,technical death metal",0.472,0.995,1,-3.097,0,0.23,0.000145,0.0412,0.115,0.117,154.908,4
0GSk5FZG69LYyyg16TUBtj,"0Y7lDsDZc8qYny9MTq8xG2","Chased Through the Woods by a Rapist","Perverse Recollections of a Necromangler","Waking the Cadaver",2008,111974,28,spotify:user:angels_anarchy,2023-05-25T15:46:40Z,"brutal deathcore,deathcore",0.294,0.807,6,-9.889,0,0.145,0.000155,0.0055,0.35,0.0796,58.316,4
6sYfOZCh745tJTlCkuNoGb,"1AdrYGYDz4oa9dvW2jfFrG","The Great Grey Flame","Sanctum","Angelmaker",2022-03-11,214133,31,spotify:user:angels_anarchy,2023-03-18T11:59:50Z,"blackened deathcore,deathcore,melodic metalcore,slamming deathcore,vancouver metal",0.504,0.992,7,-1.9,1,0.122,0.000112,0.00000254,0.392,0.235,119.975,4
7lavQI6SobqzrGmrr5DBkK,"4qrHkx5cgWIslciLXUMrYw","Denied by Fate","A Different Shade of Blue","Knocked Loose",2019-08-23,143706,45,spotify:user:angels_anarchy,2023-07-03T17:49:31Z,"kentucky metal,kentucky punk",0.33,0.973,5,-3.296,1,0.151,0.0000271,0.00000895,0.347,0.321,138.079,4
0Ond2khar20tMNRFf4pQR0,"7F9ZL4TJNr8AoU0UUQX8ih","Reverie on the Onyx","Bleed the Future","Archspire",2021-10-29,226746,40,spotify:user:angels_anarchy,2023-03-11T09:07:30Z,"canadian death metal,canadian metal,technical brutal death metal,technical death metal,vancouver metal",0.439,0.96,9,-3.478,0,0.16,0.00254,0.691,0.103,0.075,92.519,4
3dWB1sUWxtidhnsxeVT714,"2s5DSt9VBNzAn2TbtDHzFZ","Decapitated Saints","Welcome to the Morbid Reich","Vader",2011-08-12,161333,21,spotify:user:angels_anarchy,2023-03-16T11:00:19Z,"black metal,brutal death metal,death metal,deathgrind,deathrash,melodic death metal,metal,polish death metal,polish metal,polish thrash metal,speed metal,technical death metal",0.316,0.97,1,-4.862,1,0.137,0.00014,0.712,0.216,0.211,159.795,4
6Hll1VxejQCwS84U50ZIZG,"0dUwIwaPc6UukkCZTaaf7J","Reeks of Darkened Zoopsia","Necrobreed (Deluxe)","Benighted",2017-02-24,195813,13,spotify:user:angels_anarchy,2023-04-26T04:48:19Z,"brutal death metal,death metal,deathgrind,french death metal,french metal,technical death metal",0.278,0.989,5,-3.336,0,0.182,0.0000171,0.181,0.281,0.161,120.118,4
4LrFGD7rXkZGyq8f1akivm,"1AdrYGYDz4oa9dvW2jfFrG","Exit Signs","Sanctum","Angelmaker",2022-03-11,212480,31,spotify:user:angels_anarchy,2023-03-18T11:59:47Z,"blackened deathcore,deathcore,melodic metalcore,slamming deathcore,vancouver metal",0.51,0.981,1,-1.485,1,0.0883,0.00117,0.00000191,0.317,0.202,118.015,4
5xZWFq86aBpqLW2pR9ft8v,"7F9ZL4TJNr8AoU0UUQX8ih","A Dark Horizontal","Relentless Mutation","Archspire",2017-09-22,370300,37,spotify:user:angels_anarchy,2023-03-11T09:07:41Z,"canadian death metal,canadian metal,technical brutal death metal,technical death metal,vancouver metal",0.514,0.976,11,-4.466,0,0.151,0.00418,0.67,0.378,0.184,92.501,4
3v2fk34XRgDzLsLMODal06,"61VlyZc5xhwKzFCoTnCw3d","The Sixteenth Six-Tooth Son of Fourteen Four-Regional Dimensions (Still Unnamed)","20th Adversary of Emptiness","Demilich",2014-02-21,209786,24,spotify:user:angels_anarchy,2023-03-16T10:57:03Z,"brutal death metal,death metal,deathgrind,dissonant death metal,finnish death metal,grindcore,technical death metal",0.292,0.789,2,-8.394,1,0.0527,0.00000623,0.752,0.405,0.512,94.357,4
0L73XCSIpp7oxOQ4GxBOLY,"0n98EIfTSiyxUZHUojHykN","Dead as Shit","Tortured Whole","Sanguisugabogg",2021-03-26,249840,49,spotify:user:angels_anarchy,2023-03-19T12:55:34Z,"cavernous death metal",0.229,0.978,0,-5.482,1,0.131,0.0000258,0.893,0.216,0.449,156.326,4
0mFaWgcWph8oldTKMnWeQW,"4qrHkx5cgWIslciLXUMrYw,6r09lZ8Wsiyz9Vd9oo0Z1Z","A Serpent's Touch","A Different Shade of Blue","Knocked Loose,Emma Boster",2019-08-23,182530,49,spotify:user:angels_anarchy,2023-07-03T17:49:41Z,"kentucky metal,kentucky punk,wrestling",0.344,0.969,5,-2.9,1,0.15,0.0000654,0.0000108,0.339,0.291,138.439,4
4K1yqd68vWmDXFwXAqW35d,"7F9ZL4TJNr8AoU0UUQX8ih","Involuntary Doppelgänger","Relentless Mutation","Archspire",2017-09-22,226303,46,spotify:user:angels_anarchy,2023-03-11T09:07:55Z,"canadian death metal,canadian metal,technical brutal death metal,technical death metal,vancouver metal",0.478,0.968,8,-3.911,0,0.178,0.000749,0.791,0.35,0.452,175.017,4
19Xnb13zRC2leMWlT6lHhV,"1AdrYGYDz4oa9dvW2jfFrG","In Dying Days","In Dying Days","Angelmaker",2022-11-25,231493,43,spotify:user:angels_anarchy,2023-03-11T09:08:05Z,"blackened deathcore,deathcore,melodic metalcore,slamming deathcore,vancouver metal",0.228,0.995,9,-2.311,1,0.121,0.0000745,0.138,0.143,0.0778,106.461,4
18QdE5dPLkv8lz8b1yEI1A,"1AdrYGYDz4oa9dvW2jfFrG","Radiance in the Light of a Dying Sun","Angelmaker","Angelmaker",2019-05-31,250986,40,spotify:user:angels_anarchy,2023-03-18T11:59:54Z,"blackened deathcore,deathcore,melodic metalcore,slamming deathcore,vancouver metal",0.277,0.887,1,-4.396,0,0.066,0.000017,0.533,0.206,0.185,135.315,4
2BAuNSD3o86LargMzbXNrQ,"2DynE7m1BMVl4hQMvCXXq0","Caved In","Caved In","Spite",2022-02-11,178279,36,spotify:user:angels_anarchy,2023-03-11T09:08:10Z,"deathcore,downtempo deathcore,melodic metalcore,progressive deathcore",0.226,0.975,10,-5.166,0,0.107,0.0000054,0.655,0.307,0.42,100.01,4
0a5M9DltcncHl3DKErFmD3,"7F9ZL4TJNr8AoU0UUQX8ih","Relentless Mutation","Relentless Mutation","Archspire",2017-09-22,274598,39,spotify:user:angels_anarchy,2023-03-11T09:07:52Z,"canadian death metal,canadian metal,technical brutal death metal,technical death metal,vancouver metal",0.52,0.909,6,-5.461,0,0.0544,0.00616,0.635,0.11,0.311,140.055,4
2sgZkQnJUdBEKUX1F5s745,"5274obTQJjzjyycRyJlfml","A Bloodsoaked Symphony","A Bloodsoaked Symphony","Whitechapel",2021-09-23,268283,41,spotify:user:angels_anarchy,2023-03-11T09:08:19Z,"deathcore,melodic metalcore,metalcore,tennessee metal",0.384,0.939,0,-5.367,0,0.0996,0.0000249,0.0163,0.0684,0.117,87.46,4
2efv5ewjEUi2YGsaPPQXLM,"2s5DSt9VBNzAn2TbtDHzFZ","The Black Eye","Welcome to the Morbid Reich","Vader",2011-08-12,252720,15,spotify:user:angels_anarchy,2023-03-16T11:01:59Z,"black metal,brutal death metal,death metal,deathgrind,deathrash,melodic death metal,metal,polish death metal,polish metal,polish thrash metal,speed metal,technical death metal",0.496,0.964,1,-4.586,1,0.107,0.0000706,0.00948,0.0944,0.378,125.034,4
5pishn2OPdcngnsDtUjiAa,"6eSSPyqys0J4j0kdi3hFrR","I. Infant Annihilator","The Palpable Leprosy of Pollution","Infant Annihilator",2012-12-12,173373,33,spotify:user:angels_anarchy,2023-03-18T11:59:58Z,"comic metal,deathcore",0.3,0.989,11,-1.727,1,0.157,0.0000912,0.00741,0.169,0.204,138.652,3
0wgAotx2BRq097ibZcjlji,"5274obTQJjzjyycRyJlfml","Forgiveness is Weakness","The Valley","Whitechapel",2019-03-29,175113,48,spotify:user:angels_anarchy,2023-03-11T09:08:33Z,"deathcore,melodic metalcore,metalcore,tennessee metal",0.426,0.997,9,-3.235,0,0.229,0.0000217,0.122,0.037,0.0381,150.587,4
4NxyQN1Jc59dNeGsqYfmEo,"1AdrYGYDz4oa9dvW2jfFrG","Gutless","Sanctum","Angelmaker",2022-03-11,117906,51,spotify:user:angels_anarchy,2023-03-18T11:59:39Z,"blackened deathcore,deathcore,melodic metalcore,slamming deathcore,vancouver metal",0.383,0.975,4,-2.148,1,0.134,0.00988,0,0.098,0.377,133.148,5
5swf2DDTOioLb2CjD24Xbr,"0Y7lDsDZc8qYny9MTq8xG2","Blood Splattered Satisfaction","Perverse Recollections of a Necromangler","Waking the Cadaver",2008,154241,32,spotify:user:angels_anarchy,2023-03-24T00:57:33Z,"brutal deathcore,deathcore",0.299,0.904,7,-10.087,1,0.154,0.0000636,0.0129,0.105,0.0753,77.528,4
24wxOYVjxzUi1LyEc8NCfK,"4nn46G3ViveOtz8zkMGQ42","Pestilence","Pestilence","Hazing Over",2021-02-19,237240,32,spotify:user:angels_anarchy,2023-07-03T17:01:55Z,"mathcore",0.147,0.953,6,-5.298,1,0.0984,0.0000613,0.0627,0.335,0.122,82.919,4
7EqQT7pzLZ7SPfZpLcb1Wr,"2W2H6mzoE0HqDLM7ux6FbO","On Wings of Carnage","On Wings of Carnage","Corpsegrinder",2022-01-20,225440,33,spotify:user:angels_anarchy,2023-03-11T09:08:37Z,"",0.469,0.94,4,-6.875,1,0.0391,0.0000331,0.602,0.104,0.333,95.086,4
74p4l00JKebWPlAfpqi9Xq,"7F9ZL4TJNr8AoU0UUQX8ih","Drone Corpse Aviator","Bleed the Future","Archspire",2021-10-29,226146,49,spotify:user:angels_anarchy,2023-03-11T09:07:38Z,"canadian death metal,canadian metal,technical brutal death metal,technical death metal,vancouver metal",0.503,0.994,9,-3.307,0,0.186,0.00225,0.801,0.221,0.226,150.021,4
6XQwdcU1l90Q57jPbOMyhb,"1maC5DWQKBAQqmjfp3qCpI","Dead Pacifist","Exit Wounds","Tactosa",2023-01-20,191909,36,spotify:user:angels_anarchy,2023-03-11T09:08:47Z,"",0.268,0.865,11,-4.924,0,0.095,0.0000388,0.664,0.339,0.331,83.602,3
3idDCx8VXTkqPL6UQTK4bl,"4qrHkx5cgWIslciLXUMrYw","God Knows","A Tear in the Fabric of Life","Knocked Loose",2021-10-13,214171,57,spotify:user:angels_anarchy,2023-03-11T09:08:54Z,"kentucky metal,kentucky punk",0.214,0.973,9,-3.562,0,0.376,0.000146,0.00000191,0.752,0.0569,91.557,3
2cIwpGi426CacN5ahF3oTX,"0Y7lDsDZc8qYny9MTq8xG2","Snapped in Half","Real-Life Death","Waking the Cadaver",2013,201496,15,spotify:user:angels_anarchy,2023-05-25T15:47:23Z,"brutal deathcore,deathcore",0.315,0.955,3,-3.703,1,0.2,0.00273,0.00000508,0.255,0.198,124.18,3
5YHH0Q7sXD1V7YIOddK8JK,"0dUwIwaPc6UukkCZTaaf7J","Martyr","Dogs Always Bite Harder Than Their Master","Benighted",2018-10-12,182800,37,spotify:user:angels_anarchy,2023-04-26T04:43:26Z,"brutal death metal,death metal,deathgrind,french death metal,french metal,technical death metal",0.218,0.963,7,-3.775,1,0.181,0.0000424,0.875,0.13,0.192,135.507,3
4BhBIRKdPb98MNOzWdoa3C,"0dUwIwaPc6UukkCZTaaf7J","Pledge Of Retaliation","Icon","Benighted",2007-10-15,183106,26,spotify:user:angels_anarchy,2023-03-11T09:09:01Z,"brutal death metal,death metal,deathgrind,french death metal,french metal,technical death metal",0.375,0.941,7,-5.245,0,0.155,0.0000679,0.562,0.0404,0.221,122.529,4
6KrDZICjTJtmqTZqsiXxfi,"0dUwIwaPc6UukkCZTaaf7J","Psychosilencer","Necrobreed","Benighted",2017-02-17,211413,0,spotify:user:angels_anarchy,2023-03-11T09:09:04Z,"brutal death metal,death metal,deathgrind,french death metal,french metal,technical death metal",0.232,0.992,7,-3.221,1,0.202,0.0000559,0.208,0.959,0.124,134.729,3
5Ez736o4FmVL5JTPaz1ntF,"7F9ZL4TJNr8AoU0UUQX8ih","Calamus Will Animate","Relentless Mutation","Archspire",2017-09-22,230371,39,spotify:user:angels_anarchy,2023-03-11T09:07:44Z,"canadian death metal,canadian metal,technical brutal death metal,technical death metal,vancouver metal",0.53,0.988,1,-4.183,1,0.166,0.0023,0.825,0.172,0.341,144.998,4
6GjNQbnAPCFCxp45txPVfh,"0yLwGBQiBqhXOvmTfH2A7n","The Time To Kill Is Now","Kill","Cannibal Corpse",2006-03-21,123880,46,spotify:user:angels_anarchy,2023-03-16T11:32:34Z,"brutal death metal,buffalo ny metal,death metal,metal,nu metal",0.448,0.97,1,-4.197,1,0.105,0.000428,0.912,0.376,0.381,119.215,4
0SGKV16WeLweLDIFVEMLGu,"0dUwIwaPc6UukkCZTaaf7J","Reptilian","Necrobreed (Deluxe Edition)","Benighted",2017-02-17,196786,0,spotify:user:angels_anarchy,2023-03-11T09:09:08Z,"brutal death metal,death metal,deathgrind,french death metal,french metal,technical death metal",0.238,0.993,4,-2.802,0,0.183,0.00000613,0.405,0.308,0.0932,122.146,4
67tvRpGkrd80SyaZHdmIUf,"1ffB8e0iyTKE5WDupIVVrG","We All Bleed Red","When Push Comes to Shove","Carnal Decay",2018-07-20,221480,19,spotify:user:angels_anarchy,2023-03-11T09:09:11Z,"brutal death metal,slam death metal,swiss metal",0.283,0.947,7,-4.669,1,0.0733,0.000234,0.595,0.388,0.462,119.989,4
0IhKKyLdAP3qZP2f8wU9Qp,"6eSSPyqys0J4j0kdi3hFrR","Plaguebearer","The Battle of Yaldabaoth","Infant Annihilator",2019-09-11,302858,39,spotify:user:angels_anarchy,2023-03-18T12:01:07Z,"comic metal,deathcore",0.237,0.991,0,-1.909,1,0.258,0.00000374,0.828,0.371,0.247,151.675,3
2rHfBOJpGWnPPmWqdfddn7,"0Y7lDsDZc8qYny9MTq8xG2","Human Chop Shop","Authority Through Intimidation","Waking the Cadaver",2021-10-22,230250,36,spotify:user:angels_anarchy,2023-05-25T15:45:39Z,"brutal deathcore,deathcore",0.353,0.922,7,-4.096,1,0.0579,0.0000279,0.893,0.363,0.384,89.665,4
6z4nPPTxhtnW19ikkYO1Wx,"0D5ly26kWmFNj6cbzIpJn7","Le Morte Homme","Mass Funeral Evocation","LIK",2017-11-13,252100,26,spotify:user:angels_anarchy,2023-03-11T09:09:14Z,"swedish death metal",0.255,0.972,7,-5.427,1,0.136,0.00000469,0.25,0.304,0.353,124.424,4
2YfSogPcvJbwknG6LGEeKW,"1XRhUgCyzIdeT8d9KMfeDR","The Holocaust Re-Incarnate","Termination Redux - EP","Aborted",2016-01-15,322586,21,spotify:user:angels_anarchy,2023-03-11T09:09:17Z,"belgian death metal,belgian metal,brutal death metal,death metal,deathgrind,goregrind,grindcore,technical death metal",0.213,0.962,6,-3.716,1,0.146,0.00000287,0.812,0.747,0.361,154.892,3
0ur12fiJlQCM7aEPp5JKdN,"2OjtmMho2pBS86zQ1PliRu","Disgusted","To the Dead","Exhumed",2022-10-21,302333,10,spotify:user:angels_anarchy,2023-03-16T11:38:03Z,"brutal death metal,death metal,deathgrind,goregrind,grindcore,technical death metal,thrash metal",0.135,0.933,2,-8.505,1,0.0934,0.0000563,0.866,0.281,0.104,85.016,4
5wjDE3X9XfnHwkGGIVR5uR,"3cTtTsSCf4oOvacKH9ZmNl","Stainless Conception","Nourishing The Spoil","Guttural Secrete",2019-06-21,173933,18,spotify:user:angels_anarchy,2023-07-04T14:35:43Z,"brutal death metal,deathgrind,pornogrind,slam death metal",0.304,0.948,7,-6.558,1,0.152,0.181,0.816,0.344,0.122,149.5,3
5jhBXMPyxIHi9hRtNr8wme,"5ZW7xLlj4bsIfjvUpNGEcs,71iVW2FySlEWjgmRifLIE1","The Beast","No End in Sight","The Fallen Prophets,Justen Hosken",2020-12-11,262049,20,spotify:user:angels_anarchy,2023-03-11T09:09:19Z,"melodic deathcore,south african metal",0.226,0.902,0,-6.691,1,0.0948,0.00000227,0.926,0.318,0.121,59.372,4
2IEs7RDYZIs0T6vNty7hJU,"0Y7lDsDZc8qYny9MTq8xG2","Chased Through the Woods by a Rapist","Straight Outta Tha Ground Vol.1","Waking the Cadaver",2017-01-13,127320,35,spotify:user:angels_anarchy,2023-05-25T15:43:34Z,"brutal deathcore,deathcore",0.391,0.991,1,-1.89,1,0.425,0.00477,0.182,0.194,0.0751,129.833,4
248ihasILhESFtf6S06Chc,"7F9ZL4TJNr8AoU0UUQX8ih","Golden Mouth of Ruin","Bleed the Future","Archspire",2021-10-29,245026,46,spotify:user:angels_anarchy,2023-03-11T09:07:33Z,"canadian death metal,canadian metal,technical brutal death metal,technical death metal,vancouver metal",0.466,0.978,6,-2.779,1,0.25,0.000357,0.878,0.126,0.394,175.005,4
1sftLbwBuNMMxYiiJcN6QP,"0dUwIwaPc6UukkCZTaaf7J","Necrobreed","Necrobreed (Deluxe Edition)","Benighted",2017-02-17,88413,0,spotify:user:angels_anarchy,2023-03-11T09:09:22Z,"brutal death metal,death metal,deathgrind,french death metal,french metal,technical death metal",0.404,0.999,3,-3.101,0,0.155,0.0000173,0.15,0.382,0.137,150.065,4
2VDXsHWJ9L0gFm3bL4Ic1Q,"0yLwGBQiBqhXOvmTfH2A7n","Only One Will Die","Red Before Black","Cannibal Corpse",2017-11-03,204320,39,spotify:user:angels_anarchy,2023-03-11T09:09:26Z,"brutal death metal,buffalo ny metal,death metal,metal,nu metal",0.24,0.981,8,-5.181,1,0.119,0.00000539,0.922,0.0635,0.217,189.803,4
6qpjvTFtVK9EzxsMTH25hR,"7F9ZL4TJNr8AoU0UUQX8ih","The Mimic Well","Relentless Mutation","Archspire",2017-09-22,244769,36,spotify:user:angels_anarchy,2023-03-11T09:07:48Z,"canadian death metal,canadian metal,technical brutal death metal,technical death metal,vancouver metal",0.473,0.982,9,-4.177,0,0.177,0.00356,0.831,0.201,0.206,167.545,4
7JKBQuv2PZqkTK6z0HIzA6,"0EziqO4Mehje1x6hA1Fg2m","Contorted Perception","Surpassing the Boundaries of Human Suffering - Remastered","Ingested",2016-06-03,190390,23,spotify:user:angels_anarchy,2023-03-11T09:09:31Z,"brutal death metal,deathcore,deathgrind,slamming deathcore,technical death metal",0.289,0.948,2,-4.698,1,0.171,0.0000022,0.921,0.288,0.351,119.524,3
7tLevkJnFLOMtOOUmhznQa,"0yLwGBQiBqhXOvmTfH2A7n","Murderous Rampage","Violence Unimagined","Cannibal Corpse",2021-04-16,247564,44,spotify:user:angels_anarchy,2023-03-16T11:29:36Z,"brutal death metal,buffalo ny metal,death metal,metal,nu metal",0.363,0.994,8,-5.781,1,0.131,0.0000369,0.582,0.207,0.139,108.017,4
